name,address,city,state,latitude,longitude,stars,review_count,categories
Tilted Kilt Pub & Eatery,157 York Boulevard,Richmond Hill,ON,43.847632169499995,-79.3753290932,2.5,49,"American (Traditional), Chicken Wings, Bars, Nightlife, Sports Bars, Pubs, Restaurants"
Flying Fig,2523 Market Ave,Cleveland,OH,41.4841805071,-81.70431390590001,4.0,415,"Vegetarian, Nightlife, Bars, Restaurants, Breakfast & Brunch, American (New)"
Bobby's Burger Palace,3750 South Las Vegas Blvd,Las Vegas,NV,36.1058300263,-115.1733150487,4.0,1249,"Sandwiches, Burgers, Restaurants, American (Traditional), Salad"
The UPS Store,"8116 S Tryon St, Ste B3",Charlotte,NC,35.1461097676,-80.9292126401,4.0,12,"Post Offices, Local Services, Shipping Centers, Public Services & Government, Notaries, Mailbox Centers, Printing Services"
House of Pizza,"9430 W Lake Mead Blvd, Ste 9",Las Vegas,NV,36.207074,-115.302342,4.0,105,"Restaurants, Pizza"
Sumit's Yoga,"Whole Foods Plaza, Tatum and Shea",Phoenix,AZ,33.45,-112.07,5.0,3,"Fitness & Instruction, Yoga, Active Life"
Subway,"15560 N Frank Lloyd Wright, Ste B",Scottsdale,AZ,33.6276281952,-111.8872827331,3.0,10,"Restaurants, Fast Food, Sandwiches"
Milk Bar,801 N 3rd St,Phoenix,AZ,33.456756,-112.069608,3.5,96,"Restaurants, Bars, Lounges, Tapas/Small Plates, Modern European, Nightlife, Polish, Cocktail Bars"
The Burger Company,1500C W Morehead St,Charlotte,NC,35.2296555,-80.8657128,3.0,181,"Bars, Sports Bars, Nightlife, Restaurants, Burgers"
Red House Bakery,11 Glen Watford Dr,Scarborough,ON,43.7869977,-79.27597800000001,3.5,15,"Bakeries, Food"
Dee's Donuts,4135 S Buffalo Dr,Las Vegas,NV,36.113656899999995,-115.26148219999999,4.0,14,"Food, Restaurants, Donuts"
Hillcrest,9350 Yonge Street,Richmond Hill,ON,43.854846384300004,-79.4360017776,3.0,39,"Shopping Centers, Shopping"
Boston Pizza,7680 Markham Road,Markham,ON,43.8533454776,-79.2574310303,3.5,19,"Pizza, Restaurants, Italian"
Suliko Restaurant,"1311 Alness Street, Unit 8",Concord,ON,43.7859117,-79.4828488,4.0,103,"Russian, Restaurants, Middle Eastern, Modern European"
Hertz Rent A Car,3500 Executive Terminal Dr,Henderson,NV,35.9770746,-115.13902879999999,3.0,13,"Car Rental, Hotels & Travel"
Dave's Electric Brewpub,502 S College,Tempe,AZ,33.4251549,-111.93526000000001,3.0,52,"Bars, Restaurants, Nightlife, Food, Pubs, Breweries, American (New)"
Commercial Center District,"953 E Sahara Ave, Ste E11A",Las Vegas,NV,36.143671999999995,-115.1409598,3.5,4,"Shopping, Shopping Centers, Hair Salons, Beauty & Spas"
The Second City - Toronto,51 Mercer Street,Toronto,ON,43.6453799,-79.39129709999999,4.5,174,"Event Planning & Services, Comedy Clubs, Nightlife, Performing Arts, Venues & Event Spaces, Cinema, Arts & Entertainment"
Pinnacle Peak General Store,8711 E Pinnacle Peak Rd,Scottsdale,AZ,33.697826299999996,-111.89272379999998,4.0,100,"Breakfast & Brunch, American (Traditional), Restaurants, Public Services & Government, Food, Grocery, Post Offices"
Quest Diagnostics,"4815 Centre Ave, Ste 106",Pittsburgh,PA,40.4537477044,-79.94686662810001,3.5,3,"Laboratory Testing, Health & Medical, Diagnostic Services"
Lemongrass Thai Cafe,818 W Broadway Rd,Tempe,AZ,33.4078244,-111.95089840000001,3.5,113,"Restaurants, Thai, Vegetarian"
Tim Hortons,"Terminal 1, Lester B. Pearson International Airport",Toronto,ON,43.68406829999999,-79.61041379999999,3.0,6,"Food, Donuts"
Walmart Supercenter,2010 Village Center Dr,Tarentum,PA,40.5641687122,-79.804207045,2.5,10,"Department Stores, Shopping, Fashion, Discount Store, Drugstores, Food, Grocery"
A Piece Of Havana,11126 S Tryon St,Charlotte,NC,35.116692,-80.962647,3.5,311,"Restaurants, Cuban"
Sur La Table Cooking Class,1980 Festival Plz Dr,Las Vegas,NV,36.1498781,-115.3330219,3.0,22,"Arts & Crafts, Cooking Classes, Shopping"
Nino D'aversa Bakery,"3120 Rutherford Road, Unit 22",Vaughan,ON,43.831741799999996,-79.53464659999999,3.5,27,"Italian, Restaurants, Bakeries, Food"
Cili,5160 Las Vegas Blvd S,Las Vegas,NV,36.0831298389,-115.1753653583,4.0,71,"Event Planning & Services, American (New), Venues & Event Spaces, Restaurants, Seafood, Wedding Planning"
Jimmy John's,230 S Tryon St,Charlotte,NC,35.226056,-80.845664,3.0,62,"Delis, Pizza, Fast Food, Food Delivery Services, Food, Restaurants, Sandwiches"
George & Son's Asian Cuisine,3049 W Agua Fria Fwy,Phoenix,AZ,33.666730160300006,-112.1243880755,4.5,413,"Chinese, Asian Fusion, Restaurants, Buffets, Thai"
QuikTrip,4020 Charlotte Hwy,Clover,SC,35.115776600000004,-81.0709303,5.0,7,"Food, Automotive, Home Services, Gas Stations, Tree Services, Convenience Stores"
7-Eleven,4911 W Spring Mtn,Las Vegas,NV,36.1259313,-115.2085254,3.0,10,"Coffee & Tea, Gas Stations, Convenience Stores, Service Stations, Gas Stations, Grocery, Food, Automotive"
Pantry - 24 Hour Kitchen,3400 Las Vegas Blvd S,Las Vegas,NV,36.121274,-115.17521,3.5,637,"Restaurants, American (New), American (Traditional)"
Las Vegas Grand,818-828 E Flamingo Rd,Las Vegas,NV,36.116103700000004,-115.14526940000002,3.0,40,"Apartments, Real Estate, Home Services"
Burger King,2180 E Serene Ave,Las Vegas,NV,36.0207637,-115.12179579999999,2.5,51,"Fast Food, Burgers, Restaurants"
Surprise Stadium,15850 N Bullard Ave,Surprise,AZ,33.628978000000004,-112.377334,4.0,92,"Stadiums & Arenas, Arts & Entertainment"
Hilton Garden Inn - Cleveland Airport,4900 Emerald Ct SW,Cleveland,OH,41.4248484,-81.84661559999999,3.5,37,"Hotels, Hotels & Travel, Event Planning & Services"
US Post Office,8920 Lawyers Rd,Mint Hill,NC,35.187810999999996,-80.6925912,2.0,8,"Public Services & Government, Post Offices"
Country Cottage,236 S Wall St,Chandler,AZ,33.2994159,-111.8421862,3.5,3,Restaurants
Tim Hortons,731 Eastern Ave,Toronto,ON,43.6593885,-79.33000859999999,2.5,9,"Bakeries, Cafes, Coffee & Tea, Food, Restaurants"
Shoppers Drug Mart,1436 Kensington Rd NW,Calgary,AB,51.0527970482,-114.0936304733,3.5,5,"Shopping, Drugstores, Beauty & Spas"
Maui Dog,3538 E Indian School Rd,Phoenix,AZ,33.4954475,-112.0050862,4.5,93,"Hot Dogs, Restaurants, Food"
Three Rivers Arts Festival,"101 Commonwealth Pl, Ste 1",Pittsburgh,PA,40.4406574,-80.00956090000001,4.0,41,"Active Life, Shopping, Arts & Crafts, Arts & Entertainment, Art Galleries, Parks, Festivals"
Luxor Hotel and Casino Las Vegas,3900 Las Vegas Blvd S,Las Vegas,NV,36.097340676,-115.17633942709999,2.5,4117,"Nightlife, Casinos, Restaurants, Resorts, Arts & Entertainment, Hotels & Travel, Hotels, Event Planning & Services"
Harvest,21 N Pinckney St,Madison,WI,43.076195500000004,-89.3834879,3.5,220,"Restaurants, American (New), Bars, Nightlife"
Pizza Brew,"44 Avenue NE, Suite 1314",Calgary,AB,51.091980364499996,-114.03171971440001,3.0,8,"Pizza, Gluten-Free, Restaurants, Sandwiches"
Santo's Pizza & Pasta,7565 Pearl Rd,Cleveland,OH,41.3592446,-81.8144522,3.5,81,"Food, Pizza, Italian, Desserts, Restaurants"
Hougan's Racing Sandwich Shop,"1310 E Silverado Ranch Blvd, Ste 105",Las Vegas,NV,36.01979,-115.15036,4.0,59,"Pizza, Sandwiches, Restaurants, Burgers"
Hooters,190 Arizona Ctr,Phoenix,AZ,33.4517991,-112.06970020000001,2.5,197,"Nightlife, Sports Bars, Bars, Restaurants, American (Traditional), Chicken Wings"
Anthropologie,3500 Las Vegas Blvd S,Las Vegas,NV,36.1174528,-115.1766881,4.5,32,"Accessories, Shopping, Fashion, Women's Clothing"
Jet Fuel Coffee Shop,519 Parliament Street,Toronto,ON,43.665318,-79.368156,3.5,101,"Coffee & Tea, Food"
Flower Child,100 E Camelback Rd,Phoenix,AZ,33.5096102531,-112.07195296879999,4.5,374,"Vegetarian, American (New), Salad, Restaurants"
Firefly,3900 Paradise Rd,Las Vegas,NV,36.118838399999994,-115.15448020000001,4.5,1315,"Tapas/Small Plates, Restaurants, Tapas Bars"
L'intermarché Universel,89 Rue Mont-Royal  E,Montréal,QC,45.5210970222,-73.5856676834,2.5,7,"Food, Delis, Shopping, Restaurants, Grocery"
The Penguin Drive-In,1921 Commonwealth Ave,Charlotte,NC,35.2190216626,-80.8124267525,3.0,299,"Nightlife, Bars, American (Traditional), Restaurants, Dive Bars, Diners"
Wooden Nickel,4006 Berger Ln,Monroeville,PA,40.4371917,-79.77262540000001,3.5,72,"Restaurants, American (New), Nightlife, Bars, American (Traditional)"
Pudding Yarn,1516 6 Street SW,Calgary,AB,51.0383438,-114.0766918,4.0,8,"Shopping, Arts & Crafts, Knitting Supplies, Embroidery & Crochet"
Simba Grill,375 Donlands Avenue,East York,ON,43.693387,-79.3422652,3.0,17,"Halal, Restaurants, African, Indian"
The Dumpling Lady,,Charlotte,NC,35.2263714,-80.7990185,4.5,99,"Food Trucks, Chinese, Noodles, Specialty Food, Food Delivery Services, Ethnic Food, Event Planning & Services, Restaurants, Caterers, Szechuan, Food"
Country Style,5495 Eglinton Avenue W,Etobicoke,ON,43.6538985,-79.6001335,3.0,3,"Food, Breakfast & Brunch, Coffee & Tea, Bakeries, Restaurants, Donuts"
Grand Cafe,11011 W Charleston Blvd,Las Vegas,NV,36.156400399999995,-115.33355619999999,2.5,373,"Bars, Burgers, Wine Bars, Restaurants, Nightlife, Cafes, Breakfast & Brunch, American (Traditional)"
Fresko A Mediterranean Kitchen,5033 E Elliot Rd,Phoenix,AZ,33.347893,-111.97682179999998,4.5,132,"Sandwiches, Mediterranean, Vegetarian, Restaurants, Greek"
South Mountain Park,10919 S Central Ave,Phoenix,AZ,33.3380296679,-112.0727418616,4.5,244,"Parks, Hiking, Active Life"
Sonoran Hills Dental,"4909 E Chandler Blvd, Ste 501",Phoenix,AZ,33.304017,-111.97861599999999,5.0,44,"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"
Liberty Wildlife Rehabilitation Foundation,2600 E Elwood St,Phoenix,AZ,33.4148263,-112.02529540000002,5.0,31,"Community Service/Non-Profit, Education, Pets, Local Services, Animal Shelters, Educational Services, Pet Stores"
Sunshine Cafe,1581 N Decatur Blvd,Las Vegas,NV,36.1878766,-115.2062861,4.0,39,"Restaurants, Diners, Breakfast & Brunch"
Street Eats Food Truck Festival,7555 N Pima Rd,Scottsdale,AZ,33.5491458,-111.89122250000001,2.5,100,"Festivals, Arts & Entertainment, Local Flavor"
Taco Bell,7153 E Thomas Rd,Scottsdale,AZ,33.480038,-111.927434,3.5,43,"Mexican, Fast Food, Restaurants, Tex-Mex"
Local 4 Restaurant,4 Dundonald Street,Toronto,ON,43.66597,-79.38432399999999,3.0,25,"Lounges, American (New), Nightlife, Canadian (New), Restaurants, Bars"
Canyon Ranch Spa + Fitness,"3355 Las Vegas Blvd S, Ste 1159",Las Vegas,NV,36.1229174,-115.1685253,3.5,526,"Hair Salons, Skin Care, Nutritionists, Day Spas, Beauty & Spas, Gyms, Massage, Active Life, Yoga, Health & Medical, Restaurants, Fitness & Instruction"
Diamond Bakery,"4255 Spring Mountain Rd, Ste 110",Las Vegas,NV,36.1254312,-115.1969657,3.5,139,"Bakeries, Restaurants, Food"
Revere Golf Club,2600 Hampton Rd,Henderson,NV,35.9550642,-115.10217240000001,3.5,88,"Active Life, Golf, Fitness & Instruction, Golf Lessons"
Calgary Parking Authority,"9th Avenue SW, Unit 620",Calgary,AB,51.0449755,-114.07556880000001,3.0,12,"Automotive, Parking"
Cheers - Chicken & Beers,41 Sheppard Avenue E,Toronto,ON,43.7619277,-79.40877979999999,3.5,16,"Korean, Restaurants"
Cicis,"1804 Windsor Square Dr, Ste U-V",Matthews,NC,35.133770724499996,-80.71017175909999,2.0,19,"Pizza, Chicken Wings, American (Traditional), Restaurants"
Indian School Park & Tennis Center,4289 N Hayden Rd,Scottsdale,AZ,33.4967533084,-111.9083010033,4.0,11,"Active Life, Tennis"
Bell Canada Enterprises,"1 Carrefour Alexander Graham Bell, Building A",Montréal,QC,45.4728044899,-73.540956351,2.0,6,"Mobile Phones, Shopping"
RA Sushi Bar Restaurant,"411 S Mill Ave, Ste 103",Tempe,AZ,33.4260009878,-111.93982601180001,3.0,391,"Bars, Restaurants, Sushi Bars, Nightlife, Japanese"
Rocktellz & Cocktails,3667 Las Vegas Blvd S,Las Vegas,NV,36.110801536,-115.1727304235,4.0,14,"Nightlife, Performing Arts, Arts & Entertainment, Bars"
Arawan Thai Bistro and Dessert,"953 E Sahara Ave, Ste E-14",Las Vegas,NV,36.1422857525,-115.14252084559999,4.5,835,"Food, Restaurants, Thai, Seafood, Desserts"
Swensons Drive-In,14510 Cedar Rd,Cleveland,OH,41.501085788000005,-81.5174258418,4.0,111,"Burgers, Fast Food, Restaurants"
Shaxian Delicacies,"3280 Midland Avenue, Unit 15",Toronto,ON,43.805843483500006,-79.2888999285,3.5,14,"Chinese, Restaurants"
DSW Designer Shoe Warehouse,21001 N Tatum Blvd,Phoenix,AZ,33.674032000000004,-111.971901,4.0,44,"Shoe Stores, Shopping, Fashion"
Jiffy Smog - A DEKRA company,7013 Aliante Pkwy,North Las Vegas,NV,36.288013,-115.179267,2.5,20,"Auto Repair, Automotive"
Tim Hortons,2649 Main Street SW,Airdrie,AB,51.2690982,-114.0095821,2.5,6,Food
Butcher and the Rye,212 6th St,Pittsburgh,PA,40.442334,-80.002066,4.5,809,"Butcher, Bars, American (New), Cocktail Bars, Nightlife, Food, Restaurants"
Oriental Food Mart,250 Alton Towers Circle,Toronto,ON,43.8251957,-79.2761678,2.0,7,"Food, Grocery"
Mastroianni Fashions,"750 S Rampart Blvd, Ste 11",Las Vegas,NV,36.164388,-115.289697,5.0,51,"Men's Clothing, Fashion, Formal Wear, Shoe Stores, Shopping"
National Aviary,700 Arch St,Pittsburgh,PA,40.4534315776,-80.0104729897,4.5,168,"Venues & Event Spaces, Event Planning & Services, Zoos, Active Life, Arts & Entertainment, Museums, Kids Activities, Amusement Parks"
Foot Locker #8837,3111 W Chandler Blvd,Chandler,AZ,33.301504,-111.89740400000001,3.0,17,"Shopping, Fashion, Shoe Stores"
Shacklands Brewing,"100 Symes Road, Unit 101",Toronto,ON,43.6725677,-79.4790013,5.0,5,"Food, Hotels & Travel, Tours, Beer Tours, Beer, Wine & Spirits, Breweries"
Vue 412,1200 Grandview Ave,Pittsburgh,PA,40.4379196,-80.01819559999998,4.0,323,"American (New), Restaurants"
Starbucks,1092 Queen Street W,Toronto,ON,43.6436195,-79.4225347,3.0,9,"Coffee & Tea, Food"
Courtyard by Marriott Tempe Downtown,601 South Ash Avenue,Tempe,AZ,33.4251109263,-111.9427477741,3.0,48,"Hotels, Event Planning & Services, Hotels & Travel"
Bob Evans,3700 Orange Pl,Beachwood,OH,41.4589722068,-81.4888125,2.0,40,"Salad, Hotels & Travel, Comfort Food, Breakfast & Brunch, Restaurants, Bed & Breakfast, American (Traditional)"
Phoenix Sky Harbor East Economy Parking,4200 East Sky Harbor Blvd,Phoenix,AZ,33.434237956,-111.9820339776,4.0,23,"Automotive, Parking"
Tree Country Bistro,1803 Coventry Rd,Cleveland Heights,OH,41.5105244,-81.5797661,3.5,162,"Thai, Specialty Food, Food, Korean, Asian Fusion, Ethnic Food, Restaurants, Sushi Bars"
Rothney Astrophysical Observatory,Highway 22,Calgary,AB,50.8686489817,-114.2884540558,4.5,7,"Observatories, Museums, Colleges & Universities, Arts & Entertainment, Education, Local Flavor"
Styles For Less,"4300 Meadows Ln, Ste 2560",Las Vegas,NV,36.172531899999996,-115.197258,3.5,4,"Shoe Stores, Shopping, Accessories, Women's Clothing, Fashion"
Hi-Tech Video Games,1100 Bloor Street W,Toronto,ON,43.660529,-79.434332,3.5,10,"Computers, Videos & Video Game Rental, Books, Mags, Music & Video, Video Game Stores, Shopping"
Bentley's on 27,"201 S College St, Fl 27",Charlotte,NC,35.2248873,-80.843337,4.0,142,"Restaurants, Steakhouses, French, Event Planning & Services, Venues & Event Spaces, Seafood, American (Traditional)"
East Valley Dermatology Center,"1100 S Dobson Rd, Ste 223",Chandler,AZ,33.289589,-111.876912,3.5,88,"Health & Medical, Dermatologists, Doctors"
Dairy Queen,133 Queen Street E,Brampton,ON,43.690506,-79.7545984,4.0,17,"Food, Fast Food, Ice Cream & Frozen Yogurt, Restaurants"
Chelsea Hotel,33 Gerrard Street W,Toronto,ON,43.6587158,-79.38308549999999,2.5,166,"Hotels & Travel, Hotels, Event Planning & Services"
Healthsouth Hospital At Tenaya,2500 N Tenaya Way,Las Vegas,NV,36.20552,-115.25038300000001,2.5,6,"Hospitals, Health & Medical"
Coconuts Beach Bar & Mexican Grill,"6605 S Las Vegas Blvd, Ste 207",Las Vegas,NV,36.0687779,-115.1768402,2.5,105,"American (New), Restaurants, Mexican, Bars, Nightlife"
Einstein Bros Bagels,"2925 S Alma School Rd, Ste 1",Chandler,AZ,33.263458252,-111.8574981689,2.0,57,"Bagels, Food"
Chipotle Mexican Grill,"7724 Pineville Mathews Rd, Unit B",Charlotte,NC,35.0881776,-80.85096870000001,3.0,71,"Restaurants, Mexican, Fast Food"
Superpumper,13240 N Scottsdale Rd,Scottsdale,AZ,33.6072307,-111.92639890000001,2.0,6,"Gas Stations, Automotive"
Coconut Island Restaurant,"8362 Kennedy Road, Unit A7",Markham,ON,43.860397,-79.303184,3.0,6,"Restaurants, Malaysian"
Polo Ralph Lauren Factory Store,"4976 Premium Outlets Way, Ste 300",Chandler,AZ,33.2861604,-111.9735812,5.0,5,"Outlet Stores, Men's Clothing, Shopping, Women's Clothing, Fashion, Children's Clothing"
Wimpy's Paradise,48 S San Marcos Pl,Chandler,AZ,33.3029033,-111.8422563,4.5,190,"Breakfast & Brunch, Ice Cream & Frozen Yogurt, Restaurants, Food, Burgers"
Common Sort,800 Queen Street E,Toronto,ON,43.6597113,-79.346626,2.5,30,"Shopping, Thrift Stores, Fashion, Used, Vintage & Consignment"
Market on Macleod,7711 Macleod Trail SE,Calgary,AB,50.9838037247,-114.07240065379999,4.0,35,"Farmers Market, Food, Grocery"
Hub Clothing,"7014 E Camelback Rd, Ste 1116",Scottsdale,AZ,33.50283710000001,-111.92941979999999,4.0,24,"Accessories, Adult, Women's Clothing, Shopping, Tobacco Shops, Men's Clothing, Fashion"
Party City,991 Freeport Rd,Pittsburgh,PA,40.4869922,-79.88680009999999,3.0,3,"Event Planning & Services, Party Supplies"
Lee's Discount Liquor,4421 N Rancho Dr,Las Vegas,NV,36.240462,-115.234232,3.5,41,"Food, Beer, Wine & Spirits"
Aiello's,5202 N Central Ave,Phoenix,AZ,33.51315,-112.073765,4.0,114,"Italian, Restaurants"
Le St-Martin Hotel Particulier,980 Boulevard de Maisonneuve Ouest,Montréal,QC,45.5021903,-73.57342120000001,4.0,69,"Hotels, Restaurants, Canadian (New), Hotels & Travel, Event Planning & Services"
Beverly Nails & Spa,"849 N Dobson Rd, Ste 111",Mesa,AZ,33.433177,-111.8688206,2.0,96,"Beauty & Spas, Nail Salons"
Carolina Veterinary Specialists,2225 Township Road,Charlotte,NC,35.132554999999996,-80.9420705,2.5,39,"Veterinarians, Pets"
The Old Spaghetti Factory,54 The Esplanade,Toronto,ON,43.646910600000005,-79.3743409,3.0,285,"Italian, Restaurants"
Ali's West Indian Roti Shop,1446 Queen Street W,Toronto,ON,43.6408507,-79.43593359999998,4.0,61,"Seafood, Middle Eastern, Pakistani, Caribbean, Indian, Restaurants"
TNT Feeds and Animal Supplies,"1605 S Gilbert Rd, Ste 104",Gilbert,AZ,33.3204568,-111.78928119999999,1.5,11,"Professional Services, Pet Stores, Pets"
Le Viet Sandwich,292 Rue Sainte-Catherine Ouest,Montréal,QC,45.5067878,-73.5664741,3.0,35,"Sandwiches, Restaurants, Vietnamese"
Picnic Company Restaurants,"1415 E University Dr, Ste 112",Tempe,AZ,33.4214954,-111.9156226,4.5,7,"Delis, Restaurants"
Mr Sandwich,"4626 S Maryland Pkwy, Ste C",Las Vegas,NV,36.105748,-115.136843,3.5,191,"Juice Bars & Smoothies, Sandwiches, Vietnamese, Food, Restaurants"
Charlotte Hounds,310 N Kings Dr,Charlotte,NC,35.225378000000006,-80.841961,4.5,7,"Professional Sports Teams, Arts & Entertainment, Active Life, Sports Clubs, Ticket Sales"
Firerock Country Club,1600 East Firerock Country Club Dr,Fountain Hills,AZ,33.578115999999994,-111.742131,3.5,11,"Active Life, Arts & Entertainment, Country Clubs, Golf"
Whooli's Grill,7146 E Independence Blvd,Charlotte,NC,35.1631678,-80.7414058,4.0,52,"Breakfast & Brunch, American (New), American (Traditional), Sandwiches, Food, Chicken Wings, Nightlife, Sports Bars, Burgers, Karaoke, Beer, Wine & Spirits, Irish Pub, Cocktail Bars, Restaurants, Bars"
Zappitelli's Pizza,9570 Mentor Ave,Mentor,OH,41.6816013,-81.296011,4.0,47,"Event Planning & Services, Restaurants, Pizza, Caterers, Italian"
Rhum Corner,926 Dundas Street W,Toronto,ON,43.6508775,-79.4131316,4.0,105,"Caribbean, Cocktail Bars, Bars, Restaurants, Nightlife, Canadian (New), Salad"
Dv Nail Salon,1747 E Camelback Rd,Phoenix,AZ,33.508390118099996,-112.0437093716,3.0,88,"Beauty & Spas, Nail Salons"
Red Mango,"536 Jetton St, Ste 60",Davidson,NC,35.500049,-80.86062,3.5,5,"Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies"
Yuan,2115 Rue Saint-Denis,Montréal,QC,45.516890999999994,-73.5670449,4.0,98,"Sushi Bars, Vegetarian, Pan Asian, Restaurants, Thai, Chinese"
The Buffet,3131 Las Vegas Blvd S,Las Vegas,NV,36.1268872232,-115.16559004780001,3.5,4400,"Beauty & Spas, Food, Event Planning & Services, Hotels, Buffets, Casinos, Day Spas, Restaurants, Arts & Entertainment, Hotels & Travel"
Hustler Hollywood,6007 Dean Martin Dr,Las Vegas,NV,36.0801570692,-115.1828249715,4.0,49,"Shopping, Lingerie, Adult, Fashion"
Sushi 101 Bar and Grill,"920 E University Dr, Ste D101",Tempe,AZ,33.4223065921,-111.9257904473,3.5,348,"Nightlife, Japanese, Gluten-Free, Restaurants, Bars, Sushi Bars"
Market Brewing Company,"17775 Leslie Street, Unit 4",Newmarket,ON,44.072883700000006,-79.4326758,4.0,8,"Food, Tours, Brewpubs, Beer Tours, Breweries, Hotels & Travel"
Poke Spot,20831 N Scottsdale Rd,Scottsdale,AZ,33.6762908,-111.9231242,4.5,199,"Food, Seafood, Hawaiian, Poke, Sushi Bars, Restaurants"
Native Grill & Wings,1301 E. Broadway Rd.,Tempe,AZ,33.407082,-111.91721299999999,3.0,210,"Restaurants, American (New), Pizza, Nightlife, Bars, Chicken Wings, Sports Bars"
Starbucks,255 Morningside Avenue,Toronto,ON,43.770346746899996,-79.1864501134,3.0,15,"Food, Coffee & Tea"
Marie Thé,5009 Avenue du Parc,Montréal,QC,45.519314,-73.5947372,4.0,7,"Coffee & Tea Supplies, Food, Coffee & Tea"
Eno Vino Downtown,"1 N Webster St, Fl 10",Madison,WI,43.076451736,-89.38231442120001,4.0,132,"American (New), Restaurants, Nightlife, Cocktail Bars, Seafood, Wine Bars, Bars"
McDonald's,625 E Baseline Rd,Tempe,AZ,33.3777862048,-111.93140689280001,2.5,17,"Burgers, Coffee & Tea, Restaurants, Fast Food, Food"
Paul Bunyan's Firewood,5917 E Calle Guadalupe,Guadalupe,AZ,33.363351,-111.95689399999999,4.0,14,"Home Services, Firewood"
Target,250 The East Mall,Toronto,ON,43.6326000375,-79.5562646538,2.5,13,"Department Stores, Shopping, Fashion"
Wild East,6420 Carmel Rd,Charlotte,NC,35.0894548,-80.845066,3.5,123,"Thai, Japanese, Asian Fusion, Sushi Bars, Restaurants"
Perry Ellis,"755 S Grand Central Pkwy, Ste 1455",Las Vegas,NV,36.164164,-115.157619,4.0,6,"Fashion, Shopping, Men's Clothing"
Holiday Pet Festival,16601 North Pima Rd,Scottsdale,AZ,33.634268,-111.876535,4.5,3,"Arts & Entertainment, Festivals, Pets"
Big Ben British Restaurant & Pub,"2000 South Blvd, Ste 530",Charlotte,NC,35.209663,-80.860691,3.5,176,"Bars, British, Pubs, Nightlife, Sports Bars, Restaurants"
Oceans Fresh Market,150 West Drive,Brampton,ON,43.710297,-79.73360699999999,3.5,21,"Chinese, Food, Restaurants, Grocery, Vietnamese"
Orient Sushi Grill,"1455 W Elliot Rd, Ste 105",Gilbert,AZ,33.3494255,-111.8213195,4.0,252,"Chinese, Sushi Bars, Asian Fusion, Restaurants"
S7 Buffet,4100 S Paradise Rd,Las Vegas,NV,36.113727600000004,-115.1523206,2.5,114,"Buffets, Restaurants"
Caribou Coffee,1510-14 Golden Gate Plz,Mayfield Heights,OH,41.520140500000004,-81.4490992,4.5,5,"Coffee & Tea, Food"
Lola's A Louisiana Kitchen,1220 N Town Center Dr,Las Vegas,NV,36.1831559,-115.30871470000001,4.0,484,"Cajun/Creole, Restaurants"
Yummy Stuff,1660 Queen St W,Toronto,ON,43.6394234,-79.4435814,3.5,36,"Bakeries, Food, Desserts"
Sphere,1801 E 12th St,Cleveland,OH,41.502057,-81.684626,3.5,14,"Home Services, Real Estate, Apartments"
Sheridan Nurseries Limited,784 Sheppard Avenue E,North York,ON,43.76961,-79.3752622,3.5,3,"Flowers & Gifts, Florists, Home & Garden, Shopping, Nurseries & Gardening, Landscaping, Home Services"
Phoenix Park 'n Swap,3801 E Washington St,Phoenix,AZ,33.446801,-111.99783400000001,3.0,39,"Flea Markets, Shopping"
Hemenway Valley Park,401 Ville Dr,Boulder City,NV,35.99573770000001,-114.83169529999999,4.5,48,"Recreation Centers, Parks, Active Life, Local Flavor"
Navy Federal Credit Union,"6311 N Decatur Blvd, Ste 110",Las Vegas,NV,36.2729928,-115.20723400000001,3.5,30,"Mortgage Lenders, Mortgage Brokers, Auto Loan Providers, Financial Services, Financial Advising, Automotive, Real Estate, Home Services, Banks & Credit Unions"
K9 Playland,2139 S Tryon St,Charlotte,NC,35.2095697,-80.86635799999999,4.0,33,"Pet Services, Pet Sitting, Pet Groomers, Pets"
Big Lots,6025 S Blvd,Charlotte,NC,35.2349779,-80.733672,3.5,5,"Shopping, Fashion, Department Stores"
Aldi,3665 Vandora Springs Rd,Fort Mill,SC,35.0519377,-80.9913377,4.0,7,"Shopping, Beer, Wine & Spirits, Grocery, Discount Store, Food"
Fire and Foraged,,Mesa,AZ,33.4329528,-111.84493459999999,4.5,10,"American (Traditional), Food, Food Trucks, Restaurants"
Arizona Reptile Center,2025 W Broadway Rd,Mesa,AZ,33.4061753,-111.8750705,4.0,43,"Pets, Pet Stores"
La Famiglia,1859 W Guadalupe Rd,Mesa,AZ,33.3636902262,-111.8743968755,4.0,143,"Pizza, Italian, Restaurants"
Kwan,1496 Yonge Street,Toronto,ON,43.6888933555,-79.39434115659999,3.5,147,"Chinese, Food, Dim Sum, Restaurants, Ethnic Food, Specialty Food, Imported Food"
Tropical Smoothie Cafe,10260 Charleston Boulevard,Las Vegas,NV,36.159963700000006,-115.31960320000002,2.5,134,"Juice Bars & Smoothies, Sandwiches, Restaurants, Food"
J T Posh,"2400 Park Rd, Ste 2A",Charlotte,NC,35.1985583,-80.8525254,3.0,29,"Fashion, Shopping, Used, Vintage & Consignment, Gift Shops, Flowers & Gifts"
